customer_id,full_name,ssn,email,account_number,account_balance,credit_score,has_defaulted
CUST_000157,Ronald Brandt,299-71-8553,jacqueline02@example.com,VOKL03758997571130,12760.83,435.0,0
CUST_000158,Mark Powers,127-99-7382,gbarrett@example.org,EWXX61493316373516,20075.81,468.0,0
CUST_000159,Kathy Cruz,624-89-4068,raymond54@example.com,PAQX08697829221699,55865.23,646.0,0
CUST_000160,Melissa Morris,119-98-5772,qaguilar@example.net,ZEEN98485833394522,16533.91,706.0,1
CUST_000161,Brianna Brown,804-38-3343,howardshaun@example.net,NVXR46081062003424,550.86,849.0,0
CUST_000162,Sean Dalton,454-29-6026,kimberlybrandt@example.com,VXRH86384066658004,28267.43,,0
CUST_000163,John Pineda,041-20-5286,ayalacolleen@example.net,OFVC22816064842294,41886.26,526.0,0
CUST_000164,Gregory Ware,680-43-5425,kelly98@example.com,JPZS85158328182688,48517.58,419.0,0
CUST_000165,Allison Black,789-48-8427,stucker@example.net,RYUA15739930561648,6838.0,850.0,0
CUST_000166,Brittany Stevens,340-05-1434,brownlaura@example.net,GKQC12880133613861,70921.04,729.0,0
CUST_000167,Ryan Howard,515-14-4749,catherine47@example.com,CSHI66766506180919,62443.83,717.0,1
CUST_000168,Aaron Carlson,551-71-1395,jason53@example.com,MVAP28326842450882,33074.54,541.0,0
CUST_000169,Danielle Gonzalez,595-63-5421,david31@example.com,UQEF23943129087814,73327.11,667.0,0
CUST_000170,Richard Joseph,657564534,dennis57@example.com,TCGK77594929955620,61726.43,393.0,0
CUST_000171,Lynn Hess,593-52-9668,rebeccaarnold@example.net,OLYJ78129142834110,58902.99,549.0,1
CUST_000172,David Maynard,629-88-2718,seanwhite@example.net,RPUY25639427881658,41342.69,521.0,0
CUST_000173,Thomas Keith,041-84-5310,padillaadrienne@example.com,VEXX75037314530385,44496.61,583.0,0
CUST_000174,Haley Sparks,619-01-8223,scotthall@example.net,XISR92665918463865,12674.53,326.0,0
CUST_000175,Roy Johnson,045-17-9397,dennishunt@example.net,UIGE22591365177739,691.47,571.0,0
CUST_000176,Jason Thomas,597-99-2980,gary57@example.net,EBFI28699041379772,35456.57,670.0,0
CUST_000177,Sherry Schmidt,771-16-1527,mhopkins@example.net,SCHM62103886291279,2774.06,833.0,0
CUST_000178,David Cannon,880114642,ascott@example.net,AYVU68650863765991,63471.04,736.0,0
CUST_000179,Joshua Cunningham,627-36-6512,robertbowers@example.com,XZAS81806356512694,5599.68,451.0,0
CUST_000180,George Pierce,714-88-0853,paulfields@example.org,FLRR74495621372138,24051.5,843.0,0
CUST_000181,Raymond Thompson,507-57-0176,melissagalvan@example.net,EPTN11435190669849,8138.26,520.0,0
CUST_000182,James Willis,531-02-1125,dunnjessica@example.net,JGBZ98839205302146,29604.13,397.0,0
CUST_000183,Gina Wilson,526338814,heather69@example.com,SLLI39376904268181,51354.99,785.0,0
CUST_000184,Alexandra Collier,255-37-1524,vnunez@example.org,YHYK77907141633565,55279.1,433.0,0
CUST_000185,Sara Kelly,798-14-1965,loweelizabeth@example.net,RFPK53942373334333,8728.46,662.0,0
CUST_000186,Joseph Henderson,554-05-8233,phillip27@example.org,AYRB75957947284639,3384.18,594.0,0
CUST_000187,Tyler Cooper,189646946,robertgoodwin@example.com,WQOK00369155942843,49083.59,529.0,0
CUST_000188,Cassandra Porter,870-81-8471,kristen44@example.net,MIOF92931438663227,20531.9,531.0,0
CUST_000189,Jason Bell,696783260,tiffanymitchell@example.com,SBMD20347175455884,45824.78,326.0,0
CUST_000190,Greg Edwards,669384383,cnelson@example.com,VQPY71694722569961,20131.91,616.0,1
CUST_000191,Kara Brown,790-51-8585,garciachristine@example.org,XSQO62202341326111,49129.52,371.0,0
CUST_000192,Kimberly Taylor,715-70-2901,owelch@example.net,UMJH34722820055778,15742.53,729.0,0
CUST_000193,Joseph Chang,140454699,snichols@example.com,NQUU84578317456424,70576.26,386.0,1
CUST_000194,Maria Clayton,226-34-1298,hgarrett@example.net,YPJA64930853686632,5659.41,753.0,0
CUST_000195,Katherine Flores,156-07-8765,lopezcurtis@example.com,ZWVI48463122417974,56498.21,416.0,0
CUST_000196,Ryan Lynn,058356430,danielshunter@example.com,EWOX03120735647570,39283.53,615.0,0
CUST_000197,Nicholas Garner,563672002,timothy43@example.com,MADY36730371837645,22257.16,516.0,0
CUST_000198,Brittney Townsend,255-21-8191,parksmatthew@example.net,BVGD36502491630097,37052.59,740.0,0
CUST_000199,Danielle Williams,724579160,amy73@example.net,BBLU28127358573065,62418.24,662.0,0
CUST_000200,Mark Gray,190-03-5966,malikbrown@example.net,FRLK74982182744857,69047.76,620.0,0
CUST_000201,Andre Rodriguez,197-13-0522,hbarrett@example.net,MGQV78294565118102,8195.59,321.0,1
CUST_000202,Amy Jensen,542-06-1154,christian38@example.org,WSIB53910371705865,51565.56,670.0,0
CUST_000203,Jessica Garcia,812-24-9011,qwagner@example.org,DXHR63383928861957,39059.17,705.0,0
CUST_000204,Dawn Nixon,459-51-0004,birdcaitlin@example.net,RTOL58556659398368,5266.64,416.0,0
CUST_000205,Charles Richardson,597-32-3818,lisa19@example.com,EJAJ33504888992107,71845.86,451.0,0
CUST_000206,Robert Butler,889-16-3715,walterscrystal@example.org,SGXC57279194096105,56896.25,377.0,0
CUST_000207,Dylan Foster,136-44-1353,dduncan@example.net,JQBK89258320679981,56870.72,759.0,0
CUST_000208,Benjamin Frank,332-88-9438,rodriguezrobert@example.com,MICM86227837693898,23902.22,623.0,0
CUST_000209,Nicholas Miller,758073983,mistywilkins@example.org,LGKL90425979270335,20237.86,357.0,0
CUST_000210,Wendy Neal,685-03-6171,scottbrian@example.org,KWZD47705383388487,27339.69,593.0,0
CUST_000211,Ariana Stewart,888778710,lopezvincent@example.com,ZWTI07016451046368,37783.62,773.0,0
CUST_000212,Antonio Scott,397049093,jeremiah56@example.net,RWAB38457620555438,68133.27,492.0,0
CUST_000213,Charles Weaver,820262263,haley82@example.com,ECXM89363926495782,7314.39,651.0,1
CUST_000214,Timothy Shannon,757-36-2490,daniellopez@example.net,YEUS25188125205664,52925.44,749.0,0
CUST_000215,James Wells,168-25-3708,ortiztanya@example.com,TITS93933051728975,28749.95,646.0,0
CUST_000216,Jamie Edwards,627-96-9371,meyershannon@example.org,NHXV33127975736609,24391.65,695.0,0
CUST_000217,Thomas Vaughn,146-60-7401,sharpdaniel@example.net,HQRM08680347644726,65432.61,641.0,0
CUST_000218,Michael Walters,088-68-6293,nicholasjames@example.org,WREM65702793714521,49032.13,701.0,0
CUST_000219,Dawn Ellis,876-64-8905,franklintrevor@example.org,KSVE22206447421230,48083.74,636.0,0
CUST_000220,Matthew Johnson,875059472,mark10@example.org,SVPO67199038498302,51248.79,839.0,0
CUST_000221,Samantha Chang,864-71-1064,thomas14@example.com,NFFV49998279501455,22819.39,519.0,0
CUST_000222,Whitney Gomez,133-79-9219,ostone@example.com,QNQG39019817946954,11198.36,602.0,0
CUST_000223,Robert Lewis,656-26-4615,kristy44@example.net,PZFT34301071396605,66218.0,338.0,0
CUST_000224,Karen Burton,886695491,abowers@example.net,RKYA15569902355770,11146.08,485.0,0
CUST_000225,Sarah Duncan,399-24-9752,hancockkaren@example.net,BQJS58803955124056,32544.34,720.0,0
CUST_000226,Susan Wallace,026-62-8193,jamesmclean@example.net,KWBI61735743842150,56305.53,759.0,0
CUST_000227,Felicia Small,106-67-5120,lanelarry@example.org,QJYK21823076810409,67750.06,498.0,0
CUST_000228,Joshua Dunn,278194642,georgecollins@example.com,KGGJ48571422410988,20773.77,691.0,0
CUST_000229,Gary Gonzalez,777-86-8741,beltrankatelyn@example.com,ROBE07016016629979,45152.09,556.0,0
CUST_000230,Mary Mccormick,333-59-7988,jonesdaniel@example.com,SECZ71747733294562,53210.77,828.0,0
CUST_000231,Jason Oliver,562-21-7904,njones@example.net,OFJY59928161581487,67850.62,450.0,0
CUST_000232,Jeremy Parker,416-09-9802,jenningscandace@example.com,SNZN95832197199758,66289.55,327.0,0
CUST_000233,Daniel Rich,307-73-4990,wrobbins@example.org,KPUV01329022784699,5661.21,529.0,0
CUST_000234,Kevin Garrett,729-49-6653,ngraham@example.net,SATQ62405800851403,59249.24,440.0,0
CUST_000235,Brandy Taylor,826-54-7472,,FPEG86562422010276,56792.51,780.0,0
CUST_000236,William Carroll,722481855,fnixon@example.org,NROM53269097384689,62539.71,840.0,0
CUST_000237,Greg Osborne,481-59-8400,vberry@example.com,XXQY47818913718949,17502.18,768.0,0
CUST_000238,John Martinez,079-36-4130,christinahill@example.com,LZJJ20949407929049,47212.6,,0
CUST_000239,Linda Underwood,858646766,cyoung@example.net,AXDT29275243728051,42585.11,491.0,0
CUST_000240,Jeanette Baker,544-56-0195,sara76@example.net,UFGS50410276747836,39217.49,,0
CUST_000241,Nicole Navarro,603-99-3194,erica25@example.net,KQVB18569454414967,2786.85,,1
CUST_000242,Todd Douglas,856289821,ericksondavid@example.net,AVAC06181753443009,25532.59,406.0,0
CUST_000243,Destiny Brown,398-43-0985,stephanie42@example.com,EMVY92124471746542,40724.04,479.0,0
CUST_000244,Kenneth King,457-03-8155,denisesmith@example.org,CPGT62712863917410,13261.99,438.0,0
CUST_000245,Sabrina Olson,581-69-5881,evelyn60@example.net,VMIE56908776618306,2807.37,504.0,1
CUST_000246,Dr. Jeffrey Lopez,037-25-0416,tracybrown@example.net,UCLR51743280634615,61063.16,784.0,0
CUST_000247,Crystal Jones,754-19-8011,ruizsamantha@example.org,UJPR70050506138782,58453.54,639.0,0
CUST_000248,Connie Brock,437-44-6587,david98@example.org,HWUE02041792911179,32700.12,695.0,0
CUST_000249,Kevin Anderson,811-81-6163,alexistucker@example.org,KZGY09251142625827,59695.46,573.0,0
CUST_000250,Linda Love,627-12-4935,robert83@example.org,AFCW94672324876329,61586.77,600.0,0
CUST_000251,Thomas Brown,373-37-3434,nking@example.com,DQDT58837340312772,44997.93,736.0,0
CUST_000252,Michael Nguyen,798155344,coreyrojas@example.org,BDXB82207811379956,68326.35,745.0,0
CUST_000253,Vanessa Harris,131059318,ramirezdaniel@example.com,MHCP97062397265273,47632.2,672.0,0
CUST_000254,Cindy Wells,474-36-0238,pfitzgerald@example.org,ONFY53492929831687,63574.53,748.0,0
CUST_000255,Melissa Garcia,508-31-1362,steelerichard@example.org,KNSH92906007806867,28405.51,333.0,0
CUST_000256,Jacqueline Marshall,649-01-1159,vbarry@example.net,ELJH10742799077262,57112.88,440.0,0
CUST_000257,Manuel Diaz,180-83-9156,castrokim@example.org,BJNY49893195085016,8065.37,490.0,0
CUST_000258,Jonathan Gallegos,482-91-8715,shannon51@example.org,KHRD79335548640155,19151.88,756.0,0
CUST_000259,Michael Huynh,486-45-6884,brojas@example.com,OCCM24112412723804,14613.46,438.0,0
CUST_000260,Stephanie Parker,809-34-3716,swatson@example.org,GCAZ38569557988774,6128.2,627.0,0
CUST_000261,David Lopez,576-91-0569,tiffany25@example.com,ELJO29284222231059,22146.73,461.0,0
CUST_000262,Tracy Webster,588-86-2410,hmorgan@example.net,RFRJ10672752088547,37911.06,424.0,1
CUST_000263,Courtney Walls,285-26-0370,ryansean@example.net,PBEV81406937515093,26747.69,677.0,0
CUST_000264,Gregory Madden,896-72-1436,jessicawallace@example.com,CQMG75998056265650,4463.98,707.0,1
CUST_000265,Ann Ortiz,280-54-2866,wpage@example.org,ZOJF66299123478519,61662.12,375.0,0
CUST_000266,Martin Fields,128844714,swhite@example.net,GFMJ87049478730024,38560.68,431.0,0
